student_id,district,school,grade,subject,class_size,network_quality,paper_type,questions_count,questions_detected,process_time_sec,review_time_sec,has_digit_ocr_error,has_mcq_error,has_corrected_pencil_error,session_code_lost,dashboard_cap_impacted,risk_tier
KAT-PUR-20,Katni,EPES Purwar,6,Math,35,Moderate_3G,PreLoaded_Printed,10,10,22.482347430332084,188.8157524829757,0,0,0,0,0,High
KAT-PUR-21,Katni,EPES Purwar,6,Hindi,35,Moderate_3G,PreLoaded_Printed,10,10,20.47554013135755,216.9929395156964,0,0,0,1,0,High
KAT-PUR-22,Katni,EPES Purwar,6,Hindi,35,Moderate_3G,PreLoaded_Printed,10,8,21.680995077981915,171.0758675183866,0,0,0,0,1,High
KAT-PUR-23,Katni,EPES Purwar,6,Hindi,35,Moderate_3G,PreLoaded_Printed,10,10,27.504386257691284,200.9312276865794,0,0,0,0,1,High
KAT-PUR-24,Katni,EPES Purwar,6,Hindi,35,Moderate_3G,PreLoaded_Printed,10,9,26.084908075142902,182.0976049078975,0,0,0,0,1,High
KAT-PUR-25,Katni,EPES Purwar,6,Hindi,35,Moderate_3G,PreLoaded_Printed,10,10,29.48630275865042,201.76362503986638,0,0,0,0,1,High
KAT-PUR-26,Katni,EPES Purwar,6,Hindi,35,Moderate_3G,PreLoaded_Printed,10,9,17.140764687730766,211.43805008750448,0,0,0,0,1,High
KAT-PUR-27,Katni,EPES Purwar,6,Hindi,35,Moderate_3G,PreLoaded_Printed,10,8,20.74374862422579,215.84983234678842,0,0,0,0,1,High
KAT-PUR-28,Katni,EPES Purwar,6,Hindi,35,Moderate_3G,PreLoaded_Printed,10,10,24.340984336487463,202.14225143023492,0,0,0,0,1,High
KAT-PUR-29,Katni,EPES Purwar,6,Hindi,35,Moderate_3G,PreLoaded_Printed,10,9,22.63222501390624,209.87422567542453,0,0,0,0,1,High
KAT-PUR-30,Katni,EPES Purwar,6,Hindi,35,Moderate_3G,PreLoaded_Printed,10,8,22.574519191320437,184.96485912830926,0,0,0,0,1,High
KAT-PUR-31,Katni,EPES Purwar,6,Hindi,35,Moderate_3G,PreLoaded_Printed,10,10,26.504344994574417,218.16373305864056,0,0,0,1,1,High
KAT-PUR-32,Katni,EPES Purwar,6,Hindi,35,Moderate_3G,PreLoaded_Printed,10,10,23.410719388698883,205.26534866226712,0,0,0,0,1,High
KAT-DEV-01,Katni,MS Devri Hatai,6,Math,45,Moderate_3G,PreLoaded_Printed,10,10,33.4874485341991,214.3888323488708,0,0,0,1,0,High
KAT-DEV-02,Katni,MS Devri Hatai,6,Math,45,Moderate_3G,PreLoaded_Printed,10,10,25.19178762449059,201.8084463350558,0,0,1,0,0,High
KAT-DEV-03,Katni,MS Devri Hatai,6,Math,45,Moderate_3G,PreLoaded_Printed,10,8,33.09493448055822,202.7011832293595,0,0,0,0,0,High
KAT-DEV-04,Katni,MS Devri Hatai,6,Math,45,Moderate_3G,PreLoaded_Printed,10,10,28.020453826569845,204.13532166562132,0,0,0,0,0,High
KAT-DEV-05,Katni,MS Devri Hatai,6,Math,45,Moderate_3G,PreLoaded_Printed,10,9,26.41793419367883,202.77157858825146,1,0,0,0,0,High
KAT-DEV-06,Katni,MS Devri Hatai,6,Math,45,Moderate_3G,PreLoaded_Printed,10,8,27.354857153335963,220.10127142036345,0,0,0,0,0,High
KAT-DEV-07,Katni,MS Devri Hatai,6,Math,45,Moderate_3G,PreLoaded_Printed,10,9,24.22777276613095,245.09896846648235,0,0,0,0,0,High
KAT-DEV-08,Katni,MS Devri Hatai,6,Math,45,Moderate_3G,PreLoaded_Printed,10,10,20.324915138803835,209.33715311376957,0,1,0,0,0,High
KAT-DEV-09,Katni,MS Devri Hatai,6,Math,45,Moderate_3G,PreLoaded_Printed,10,8,28.409390730198666,199.18476798629968,0,0,0,1,0,High
KAT-DEV-10,Katni,MS Devri Hatai,6,Math,45,Moderate_3G,PreLoaded_Printed,10,9,27.23055614087551,217.53868355834032,0,0,0,0,0,High
KAT-DEV-11,Katni,MS Devri Hatai,6,Math,45,Moderate_3G,PreLoaded_Printed,10,7,29.359283856746575,209.81549625138567,0,0,0,0,0,High
KAT-DEV-12,Katni,MS Devri Hatai,6,Math,45,Moderate_3G,PreLoaded_Printed,10,8,32.571291258060086,228.79832581716934,0,0,0,0,0,High
KAT-DEV-13,Katni,MS Devri Hatai,6,Math,45,Moderate_3G,PreLoaded_Printed,10,8,24.792688626601226,244.60039297331696,0,0,0,0,0,High
KAT-DEV-14,Katni,MS Devri Hatai,6,Math,45,Moderate_3G,PreLoaded_Printed,10,10,30.34742837520108,264.76139064524943,0,0,0,0,0,High
KAT-DEV-15,Katni,MS Devri Hatai,6,Math,45,Moderate_3G,PreLoaded_Printed,10,7,26.026270071186694,233.07906520854883,0,0,0,0,0,High
KAT-DEV-16,Katni,MS Devri Hatai,6,Math,45,Moderate_3G,PreLoaded_Printed,10,8,28.398605460350566,197.41310864709502,0,0,1,0,0,High
KAT-DEV-17,Katni,MS Devri Hatai,6,Math,45,Moderate_3G,PreLoaded_Printed,10,10,28.036577382960548,200.86151757918643,0,0,0,1,1,High
KAT-DEV-18,Katni,MS Devri Hatai,6,Math,45,Moderate_3G,PreLoaded_Printed,10,8,23.75078514509558,221.83981076587955,0,0,0,0,1,High
KAT-DEV-19,Katni,MS Devri Hatai,6,Math,45,Moderate_3G,PreLoaded_Printed,10,10,30.48219286384694,205.97656557842342,1,0,0,0,1,High
KAT-DEV-20,Katni,MS Devri Hatai,6,Math,45,Moderate_3G,PreLoaded_Printed,10,7,24.86698683065505,201.94846209485812,0,0,0,0,1,High
KAT-DEV-21,Katni,MS Devri Hatai,6,Math,45,Moderate_3G,PreLoaded_Printed,10,10,26.573019896927224,223.90304496334915,0,0,0,0,1,High
KAT-DEV-22,Katni,MS Devri Hatai,6,Math,45,Moderate_3G,PreLoaded_Printed,10,10,28.90983973841652,242.6785688570607,0,0,0,0,1,High
KAT-DEV-23,Katni,MS Devri Hatai,6,Math,45,Moderate_3G,PreLoaded_Printed,10,9,26.702036168684426,204.85333207261237,0,1,0,0,1,High
KAT-DEV-24,Katni,MS Devri Hatai,6,Math,45,Moderate_3G,PreLoaded_Printed,10,10,29.039531176993695,229.54557179443276,0,0,0,0,1,High
KAT-DEV-25,Katni,MS Devri Hatai,6,Math,45,Moderate_3G,PreLoaded_Printed,10,8,33.19758725705795,188.32134609876118,0,0,0,1,1,High
KAT-DEV-26,Katni,MS Devri Hatai,6,Math,45,Moderate_3G,PreLoaded_Printed,10,10,29.001971401383507,218.66120523742438,0,0,0,0,1,High
KAT-DEV-27,Katni,MS Devri Hatai,6,Math,45,Moderate_3G,PreLoaded_Printed,10,10,28.9051530779955,231.18503581441598,0,0,0,0,1,High
KAT-DEV-28,Katni,MS Devri Hatai,6,Math,45,Moderate_3G,PreLoaded_Printed,10,7,29.172289893194726,192.14121454934082,0,0,0,0,1,High
KAT-DEV-29,Katni,MS Devri Hatai,6,Math,45,Moderate_3G,PreLoaded_Printed,10,7,28.699332047965886,179.57862769101902,0,0,0,0,1,High
KAT-DEV-30,Katni,MS Devri Hatai,6,Math,45,Moderate_3G,PreLoaded_Printed,10,10,23.234786011189406,226.41384021584574,0,0,1,0,1,High
KAT-DEV-31,Katni,MS Devri Hatai,6,Math,45,Moderate_3G,PreLoaded_Printed,10,10,24.995282301344286,181.73929867198675,0,0,0,0,1,High
KAT-DEV-32,Katni,MS Devri Hatai,6,Math,45,Moderate_3G,PreLoaded_Printed,10,10,31.85350451697729,220.31952317341245,0,0,0,0,1,High
KAT-DEV-33,Katni,MS Devri Hatai,6,Math,45,Moderate_3G,PreLoaded_Printed,10,10,24.5294356400825,213.64654631070775,0,0,0,1,1,High
KAT-DEV-34,Katni,MS Devri Hatai,6,Math,45,Moderate_3G,PreLoaded_Printed,10,9,24.44194228149791,189.60474287586405,1,0,0,0,1,High
KAT-DEV-35,Katni,MS Devri Hatai,6,Math,45,Moderate_3G,PreLoaded_Printed,10,10,31.51469419276358,204.01013729515475,0,0,0,0,1,High
KAT-DEV-36,Katni,MS Devri Hatai,6,Hindi,45,Moderate_3G,PreLoaded_Printed,10,10,28.052007567511627,246.33835192893292,0,0,0,0,1,High
KAT-DEV-37,Katni,MS Devri Hatai,6,Hindi,45,Moderate_3G,PreLoaded_Printed,10,9,22.374378931273803,209.13675859762978,0,0,0,0,1,High
KAT-DEV-38,Katni,MS Devri Hatai,6,Hindi,45,Moderate_3G,PreLoaded_Printed,10,10,23.71643000775555,222.06181038107962,0,0,0,0,1,High
KAT-DEV-39,Katni,MS Devri Hatai,6,Hindi,45,Moderate_3G,PreLoaded_Printed,10,10,27.50347044447336,228.50852044869347,0,0,0,0,1,High
KAT-DEV-40,Katni,MS Devri Hatai,6,Hindi,45,Moderate_3G,PreLoaded_Printed,10,10,24.61282512772638,172.12881938285338,0,0,0,0,1,High
KAT-DEV-41,Katni,MS Devri Hatai,6,Hindi,45,Moderate_3G,PreLoaded_Printed,10,10,24.295813523154088,197.17586705910946,0,0,0,1,1,High
KAT-DEV-42,Katni,MS Devri Hatai,6,Hindi,45,Moderate_3G,PreLoaded_Printed,10,9,28.692723703404727,219.63293449322092,0,0,0,0,1,High
KAT-DEV-43,Katni,MS Devri Hatai,6,Hindi,45,Moderate_3G,PreLoaded_Printed,10,9,28.92381489178053,189.77657771524096,0,0,0,0,1,High
KAT-DEV-44,Katni,MS Devri Hatai,6,Hindi,45,Moderate_3G,PreLoaded_Printed,10,10,28.232834873784,181.42574255423443,0,0,0,0,1,High
KAT-DEV-45,Katni,MS Devri Hatai,6,Hindi,45,Moderate_3G,PreLoaded_Printed,10,10,31.48978863064181,236.65496360244344,0,0,0,0,1,High
KAT-DEV-46,Katni,MS Devri Hatai,6,Hindi,45,Moderate_3G,PreLoaded_Printed,10,10,22.489322528171634,186.55437400212193,0,0,0,0,1,High
KAT-DEV-47,Katni,MS Devri Hatai,6,Hindi,45,Moderate_3G,PreLoaded_Printed,10,10,29.21779647948341,216.43018727450266,0,0,0,0,1,High
KAT-DEV-48,Katni,MS Devri Hatai,6,Hindi,45,Moderate_3G,PreLoaded_Printed,10,10,30.06019074522419,306.31828726636803,0,0,0,0,1,High
KAT-DEV-49,Katni,MS Devri Hatai,6,Hindi,45,Moderate_3G,PreLoaded_Printed,10,10,33.32352531188834,234.7050652626028,0,0,0,1,1,High
KAT-DEV-50,Katni,MS Devri Hatai,6,Hindi,45,Moderate_3G,PreLoaded_Printed,10,10,26.738923021438616,228.9742305123317,0,0,0,0,1,High
KAT-DEV-51,Katni,MS Devri Hatai,6,Hindi,45,Moderate_3G,PreLoaded_Printed,10,9,28.660091192437353,188.6017770542658,0,0,0,0,1,High
KAT-DEV-52,Katni,MS Devri Hatai,6,Hindi,45,Moderate_3G,PreLoaded_Printed,10,7,37.25863426669403,163.3183701852063,0,0,0,0,1,High
KAT-DEV-53,Katni,MS Devri Hatai,6,Hindi,45,Moderate_3G,PreLoaded_Printed,10,8,26.341872778440433,212.00496781352035,0,0,0,0,1,High
KAT-DEV-54,Katni,MS Devri Hatai,6,Hindi,45,Moderate_3G,PreLoaded_Printed,10,7,26.112272536842266,237.22376492418414,0,0,0,0,1,High
KAT-DEV-55,Katni,MS Devri Hatai,6,Hindi,45,Moderate_3G,PreLoaded_Printed,10,7,34.24152056453151,213.21377500177704,0,0,0,0,1,High
KAT-DEV-56,Katni,MS Devri Hatai,6,Hindi,45,Moderate_3G,PreLoaded_Printed,10,8,25.078533473131454,215.41146473954936,0,0,0,0,1,High
KAT-DEV-57,Katni,MS Devri Hatai,6,Hindi,45,Moderate_3G,PreLoaded_Printed,10,7,37.55614382956985,256.0853439580133,0,0,0,1,1,High
KAT-DEV-58,Katni,MS Devri Hatai,6,Hindi,45,Moderate_3G,PreLoaded_Printed,10,10,19.899429653369573,214.6613578692357,0,0,0,0,1,High
KAT-DEV-59,Katni,MS Devri Hatai,6,Hindi,45,Moderate_3G,PreLoaded_Printed,10,10,26.22200502312327,168.27169102273672,0,0,0,0,1,High
IND-NAN-01,Indore,Nandbag,6,Math,38,Good_4G,PreLoaded_Printed,10,8,23.009974557960913,102.98632791255181,0,0,0,0,0,Medium
IND-NAN-02,Indore,Nandbag,6,Math,38,Good_4G,PreLoaded_Printed,10,10,21.331505817699266,85.23229640234125,0,0,0,0,0,Medium
IND-NAN-03,Indore,Nandbag,6,Math,38,Good_4G,PreLoaded_Printed,10,9,25.530908480562193,96.07472566441433,0,0,0,0,0,Medium
IND-NAN-04,Indore,Nandbag,6,Math,38,Good_4G,PreLoaded_Printed,10,10,22.754592530920817,114.77026479719235,0,0,0,0,0,Medium
IND-NAN-05,Indore,Nandbag,6,Math,38,Good_4G,PreLoaded_Printed,10,10,18.961260068091974,82.73648890700623,0,0,0,0,0,Medium
IND-NAN-06,Indore,Nandbag,6,Math,38,Good_4G,PreLoaded_Printed,10,9,21.525216077586663,118.08008520708457,0,0,0,0,0,Medium
IND-NAN-07,Indore,Nandbag,6,Math,38,Good_4G,PreLoaded_Printed,10,8,15.517465319861856,74.63418537998565,1,0,0,0,0,Medium
IND-NAN-08,Indore,Nandbag,6,Math,38,Good_4G,PreLoaded_Printed,10,8,18.0100768568847,70.4971073760984,0,0,0,0,0,Medium
IND-NAN-09,Indore,Nandbag,6,Math,38,Good_4G,PreLoaded_Printed,10,10,21.119911026606033,91.96110865929137,0,0,0,0,0,Medium
IND-NAN-10,Indore,Nandbag,6,Math,38,Good_4G,PreLoaded_Printed,10,9,22.11701780461369,125.21995392675484,0,1,0,0,0,Medium
IND-NAN-11,Indore,Nandbag,6,Math,38,Good_4G,PreLoaded_Printed,10,10,20.036982697904097,96.93155211394907,0,0,0,0,0,Medium
IND-NAN-12,Indore,Nandbag,6,Math,38,Good_4G,PreLoaded_Printed,10,8,21.595084948336897,90.91344910675741,0,0,0,0,0,Medium
IND-NAN-13,Indore,Nandbag,6,Math,38,Good_4G,PreLoaded_Printed,10,10,22.227034690502496,99.9319601178157,0,0,0,0,0,Medium
IND-NAN-14,Indore,Nandbag,6,Math,38,Good_4G,PreLoaded_Printed,10,9,20.76973264445734,121.66976462424378,0,0,0,0,0,Medium
IND-NAN-15,Indore,Nandbag,6,Math,38,Good_4G,PreLoaded_Printed,10,10,21.696429809928834,98.82475809726864,0,0,0,0,0,Medium
IND-NAN-16,Indore,Nandbag,6,Math,38,Good_4G,PreLoaded_Printed,10,10,21.02713446789528,93.1139739192858,0,0,0,0,0,Medium
IND-NAN-17,Indore,Nandbag,6,Math,38,Good_4G,PreLoaded_Printed,10,9,20.821270486111576,102.74403145531537,0,0,0,0,0,Medium
IND-NAN-18,Indore,Nandbag,6,Math,38,Good_4G,PreLoaded_Printed,10,8,23.90402218769339,111.78825371193557,0,0,0,0,0,Medium
IND-NAN-19,Indore,Nandbag,6,Math,38,Good_4G,PreLoaded_Printed,10,10,23.62572423767792,99.44443262885419,0,0,0,0,0,Medium
IND-NAN-20,Indore,Nandbag,6,Math,38,Good_4G,PreLoaded_Printed,10,9,23.10347402093015,79.34808063108774,0,0,0,0,0,Medium
IND-NAN-21,Indore,Nandbag,6,Math,38,Good_4G,PreLoaded_Printed,10,10,21.958196812071705,91.75991074963173,0,0,0,0,0,Medium
IND-NAN-22,Indore,Nandbag,6,Math,38,Good_4G,PreLoaded_Printed,10,9,20.661594543637573,107.42905976620162,1,0,0,0,0,Medium
IND-NAN-23,Indore,Nandbag,6,Math,38,Good_4G,PreLoaded_Printed,10,10,21.56463759354556,106.48165277980786,0,0,0,0,0,Medium
IND-NAN-24,Indore,Nandbag,6,Math,38,Good_4G,PreLoaded_Printed,10,10,21.18416929445741,93.92434583958699,0,0,0,0,0,Medium
IND-NAN-25,Indore,Nandbag,6,Math,38,Good_4G,PreLoaded_Printed,10,10,24.61095761430866,90.31505762449139,0,0,0,0,0,Medium
IND-NAN-26,Indore,Nandbag,6,Math,38,Good_4G,PreLoaded_Printed,10,9,21.52155040426049,102.80962066601784,0,0,0,0,0,Medium
IND-NAN-27,Indore,Nandbag,6,Math,38,Good_4G,PreLoaded_Printed,10,8,22.648332704976884,88.04785418448473,0,0,0,0,0,Medium
IND-NAN-28,Indore,Nandbag,6,Math,38,Good_4G,PreLoaded_Printed,10,10,25.824635279679942,105.97840623820377,0,0,0,0,0,Medium
IND-NAN-29,Indore,Nandbag,6,Math,38,Good_4G,PreLoaded_Printed,10,10,19.987965237000594,71.78717080818402,0,0,0,0,0,Medium
IND-NAN-30,Indore,Nandbag,6,Math,38,Good_4G,PreLoaded_Printed,10,10,23.541356659046222,100.00584155204687,0,0,0,0,0,Medium
IND-NAN-31,Indore,Nandbag,6,Hindi,38,Good_4G,PreLoaded_Printed,10,10,21.97550645430617,76.54118442771252,0,0,0,0,0,Medium
IND-NAN-32,Indore,Nandbag,6,Hindi,38,Good_4G,PreLoaded_Printed,10,8,17.81996450273944,116.55647274850078,0,0,0,0,0,Medium
IND-NAN-33,Indore,Nandbag,6,Hindi,38,Good_4G,PreLoaded_Printed,10,10,20.349005606414977,85.1792123752051,0,0,0,0,0,Medium
IND-NAN-34,Indore,Nandbag,6,Hindi,38,Good_4G,PreLoaded_Printed,10,8,23.22768268295085,110.36821182149983,0,0,0,0,0,Medium
IND-NAN-35,Indore,Nandbag,6,Hindi,38,Good_4G,PreLoaded_Printed,10,8,22.489933142217446,82.39585236943306,0,0,0,0,0,Medium
IND-NAN-36,Indore,Nandbag,6,Hindi,38,Good_4G,PreLoaded_Printed,10,8,23.118218405229054,103.08812387145719,0,0,0,0,0,Medium
IND-NAN-37,Indore,Nandbag,6,Hindi,38,Good_4G,PreLoaded_Printed,10,8,19.10383131700535,68.88804338435168,0,0,0,0,0,Medium
IND-NAN-38,Indore,Nandbag,6,Hindi,38,Good_4G,PreLoaded_Printed,10,10,20.671545113391154,110.40167049372258,0,0,0,0,0,Medium
IND-NAN-39,Indore,Nandbag,6,Hindi,38,Good_4G,PreLoaded_Printed,10,8,22.62181513119601,112.13034325424329,0,0,0,0,0,Medium
IND-NAN-40,Indore,Nandbag,6,Hindi,38,Good_4G,PreLoaded_Printed,10,10,21.395351515847384,89.93155756514555,0,0,0,0,0,Medium
IND-NAN-41,Indore,Nandbag,6,Hindi,38,Good_4G,PreLoaded_Printed,10,10,22.645437120676178,77.59153584671516,0,0,0,0,0,Medium
IND-NAN-42,Indore,Nandbag,6,Hindi,38,Good_4G,PreLoaded_Printed,10,10,22.98537296760081,91.33309509197615,0,0,0,0,0,Medium
IND-NAN-43,Indore,Nandbag,6,Hindi,38,Good_4G,PreLoaded_Printed,10,9,23.380287983422225,83.98169292171245,0,0,0,0,0,Medium
IND-NAN-44,Indore,Nandbag,6,Hindi,38,Good_4G,PreLoaded_Printed,10,9,22.139305329037757,104.75256459537698,0,0,0,0,0,Medium
IND-NAN-45,Indore,Nandbag,6,Hindi,38,Good_4G,PreLoaded_Printed,10,10,22.195352197097662,78.404853242168,0,0,0,0,0,Medium
IND-NAN-46,Indore,Nandbag,6,Hindi,38,Good_4G,PreLoaded_Printed,10,10,26.551522595134408,96.09340027574892,0,0,0,0,0,Medium
IND-NAN-47,Indore,Nandbag,6,Hindi,38,Good_4G,PreLoaded_Printed,10,10,26.306364915023114,78.48978655667926,0,0,0,0,0,Medium
IND-NAN-48,Indore,Nandbag,6,Hindi,38,Good_4G,PreLoaded_Printed,10,10,21.77813612874098,104.64463689721654,0,0,0,0,0,Medium
IND-NAN-49,Indore,Nandbag,6,Hindi,38,Good_4G,PreLoaded_Printed,10,10,20.32055631563845,81.00911031833967,0,0,0,0,0,Medium
IND-NAN-50,Indore,Nandbag,6,Hindi,38,Good_4G,PreLoaded_Printed,10,10,24.065200808035954,62.84803012505976,0,0,0,0,0,Medium
IND-SUB-01,Indore,Subhash Nagar MS 108,8,Math,40,Good_4G,PreLoaded_Printed,10,7,25.025267927331477,138.77107510588596,0,0,0,0,0,Medium
IND-SUB-02,Indore,Subhash Nagar MS 108,8,Math,40,Good_4G,PreLoaded_Printed,10,8,25.714042530980365,122.46942876023779,0,0,0,0,0,High
IND-SUB-03,Indore,Subhash Nagar MS 108,8,Math,40,Good_4G,PreLoaded_Printed,10,7,20.039300378938073,137.96625778537836,0,0,0,0,0,High
IND-SUB-04,Indore,Subhash Nagar MS 108,8,Math,40,Good_4G,PreLoaded_Printed,10,10,23.77916665262428,99.9200185982302,0,0,0,0,0,High
IND-SUB-05,Indore,Subhash Nagar MS 108,8,Math,40,Good_4G,PreLoaded_Printed,10,10,18.860596412727368,129.36970273497744,0,0,1,0,0,High
IND-SUB-06,Indore,Subhash Nagar MS 108,8,Math,40,Good_4G,PreLoaded_Printed,10,10,24.826905473662222,110.0170146294719,1,0,0,0,0,High
IND-SUB-07,Indore,Subhash Nagar MS 108,8,Math,40,Good_4G,PreLoaded_Printed,10,8,19.216717023616898,94.21124958683208,0,0,0,0,0,Medium
IND-SUB-08,Indore,Subhash Nagar MS 108,8,Math,40,Good_4G,PreLoaded_Printed,10,7,24.77816792699908,110.44226922596957,0,0,0,0,0,Medium
IND-SUB-09,Indore,Subhash Nagar MS 108,8,Math,40,Good_4G,PreLoaded_Printed,10,10,24.01573109915455,105.84565068776536,0,0,0,0,0,Medium
IND-SUB-10,Indore,Subhash Nagar MS 108,8,Math,40,Good_4G,PreLoaded_Printed,10,10,23.06092887535068,76.21577749432532,0,0,0,0,0,Medium
IND-SUB-11,Indore,Subhash Nagar MS 108,8,Math,40,Good_4G,PreLoaded_Printed,10,7,24.360886895135696,114.25989901305748,0,0,0,0,0,Medium
IND-SUB-12,Indore,Subhash Nagar MS 108,8,Math,40,Good_4G,PreLoaded_Printed,10,7,27.181340442331404,132.7446779445273,0,0,0,0,0,Medium
IND-SUB-13,Indore,Subhash Nagar MS 108,8,Math,40,Good_4G,PreLoaded_Printed,10,8,24.996942035938776,91.52724234198203,0,1,0,0,0,Medium
IND-SUB-14,Indore,Subhash Nagar MS 108,8,Math,40,Good_4G,PreLoaded_Printed,10,9,24.344584404641687,132.9227313851935,0,0,0,0,0,Medium
IND-SUB-15,Indore,Subhash Nagar MS 108,8,Math,40,Good_4G,PreLoaded_Printed,10,10,30.18224377464596,136.5961351639777,0,0,0,0,0,Medium
IND-SUB-16,Indore,Subhash Nagar MS 108,8,Math,40,Good_4G,PreLoaded_Printed,10,10,20.938850258213535,100.15630011727889,0,0,0,0,0,Medium
IND-SUB-17,Indore,Subhash Nagar MS 108,8,Math,40,Good_4G,PreLoaded_Printed,10,7,25.936127848755444,129.63536803558227,0,0,0,0,0,Medium
IND-SUB-18,Indore,Subhash Nagar MS 108,8,Math,40,Good_4G,PreLoaded_Printed,10,10,22.69904901968446,98.83844450476082,0,0,0,0,0,Medium
IND-SUB-19,Indore,Subhash Nagar MS 108,8,Math,40,Good_4G,PreLoaded_Printed,10,7,27.175273460548762,73.34268924438395,0,0,0,0,0,Medium
IND-SUB-20,Indore,Subhash Nagar MS 108,8,Math,40,Good_4G,PreLoaded_Printed,10,8,26.65819068073846,102.53259922124664,1,0,0,0,0,Medium
IND-SUB-21,Indore,Subhash Nagar MS 108,8,Math,40,Good_4G,PreLoaded_Printed,10,8,28.507071156288085,106.33370604755595,0,0,0,0,0,Medium
IND-SUB-22,Indore,Subhash Nagar MS 108,8,Math,40,Good_4G,PreLoaded_Printed,10,8,26.944642130190243,110.95261002715077,0,0,0,0,0,Medium
IND-SUB-23,Indore,Subhash Nagar MS 108,8,Math,40,Good_4G,PreLoaded_Printed,10,10,18.889852681934535,104.00014141986087,0,0,0,0,0,Medium
IND-SUB-24,Indore,Subhash Nagar MS 108,8,Math,40,Good_4G,PreLoaded_Printed,10,8,23.981402580978383,112.2561478875404,0,0,0,0,0,Medium
IND-SUB-25,Indore,Subhash Nagar MS 108,8,Math,40,Good_4G,PreLoaded_Printed,10,8,20.08659149848544,117.05410587894069,0,0,0,0,0,Medium
IND-SUB-26,Indore,Subhash Nagar MS 108,8,Math,40,Good_4G,PreLoaded_Printed,10,7,20.696244285458665,113.7781189486193,0,0,0,0,0,Medium
IND-SUB-27,Indore,Subhash Nagar MS 108,8,Math,40,Good_4G,PreLoaded_Printed,10,8,23.811962708180484,122.19256176902229,0,0,0,0,0,Medium
IND-SUB-28,Indore,Subhash Nagar MS 108,8,Math,40,Good_4G,PreLoaded_Printed,10,10,22.659949587927997,96.43791573656516,0,0,0,0,0,Medium
